id,codigo_producto,referencia,descripcion,subtipo_anterior,subtipo_nuevo
3039,3.EP48.715.0,IPRO 11.1W 4K C80 GY,LUM PROYECTOR LED EXTERIOR DIMENSIONES: 132X132X140 MM SOBREPONER 9.4W 1100LM (11.1W 781LM) ÓPTICA  SPOT 10°-13° 4000K 80CRI L80 B10 95KHRS GRIS IP66 IK07,STEEPLIGHT,STEP LIGHT
3040,3.EP53.715.0,IPRO 13.9W 3K C80 GY,LUM PROYECTOR LED EXTERIOR DIMENSIONES: 132X132X140 MM SOBREPONER 12W 1860LM (13.9W 1507LM) ÓPTICA WIDE FLOOD 44° 3000K 80CRI L80 B10 95KHRS GRIS IP66 IK07,STEEPLIGHT,STEP LIGHT
3048,3.ER22.713.0,UP LIGHT 18W 3K C8 ACERO,"LUM UP LIGHT LED EXTERIOR RD Ø239x200 18W 2990LM OPTICA MEDIUM 18° 3000K 80CRI DALI 100,000KHrs L80 ACERO IP66",UP LIGHT,UPLIGHT
3049,3.ER24.713.0,3.ER24.713.0,LUM UPNLIGHT - LUM LED DE INCRUSTAR EN PISO RD DIMENSIONES Ø239X200MM 21W 2407LM 3000K OPTICA 48° L90B10 100KHrs ALUMINIO IP68+CAJA PARA EMPOTRAR,UP LIGHT,UPLIGHT
3053,3.ES27.713.0,ORBIT 5.5W 3K C80 GY,LUMINARIA TIPO UPLIGHT LED DE INTERIOR/EXTERIOR DIMENSIONES:  ø74x87 DE EMPOTRAR 5.5W 540LM OPTICA SPOT 8° 3000K 80CRI  500mA L80 99Khrs ACABADO EN ACERO IP66,UP LIGHT,UPLIGHT
3054,3.ES28.713.0,ORBIT 5.5W 3K C80 GY,LUMINARIA TIPO UPLIGHT LED DE INTERIOR/EXTERIOR DIMENSIONES:  ø74x87 DE EMPOTRAR 5.5W 540LM OPTICA SPOT 8° ANTIDESLUMBRANTE 3000K 80CRI  500mA L80 99Khrs ACABADO EN ACERO IP66,UP LIGHT,UPLIGHT
3056,3.ES78.701.0,SPOTLIGHT 58.3W 4K C80 WH,LUM SPOTLIGHT LED EXTERIOR RD Ø153X276X300MM SOBREPONER 58.3W 8300LM ÓPTICA REFLECTOR 4000K 80CRI  DALI L80 60KHrs BLANCO IP66,SPOTLIGHT,SPOT
3084,3.MWW5.001.0,CABLE DE SUSPENSIÓN DOBLE,CABLE DE SUSPENSIÓN DOBLE CON AJUSTE MILIMETRICO L:2000 MM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3085,3.MWW6.001.0,CABLE DE SUSPENSIÓN,CABLE DE SUSPENSIÓN CON AJUSTE  MILIMETRICO L:2000 MM,ACCESORIO RIEL,ACCESORIO DE RIEL
3087,3.MWY3.024.0,3.MWY3.024.0,FRONT LIGHT REFRACTOR FOR ELLIPTICAL DISTRIBUTION,ACCESORIOS,ACCESORIO
3090,3.MXC0.024.0,ACC ELLIPTICAL,ACCESORIO PARA DISTRIBUCIÓN DE LUZ ELIPTICA,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3105,3.MXL9.001.0,HIGH SURFACE FLUSH-MOUNT LINEAR PROFILE ENDS,HIGH SURFACE FLUSH-MOUNT LINEAR PROFILE ENDS,ACCESORIOS,ACCESORIO
3108,3.MXM2.038.0,UNDERSCORE15 - TRANSLUCENT DIFFUSER SCREEN - L=1000,UNDERSCORE15 - TRANSLUCENT DIFFUSER SCREEN - L=1000,ACCESORIOS,ACCESORIO
3109,3.MXM3.038.0,UNDERSCORE15 - TRANSLUCENT DIFFUSER SCREEN - L=2000,UNDERSCORE15 - TRANSLUCENT DIFFUSER SCREEN - L=2000,ACCESORIOS,ACCESORIO
3113,3.MXQ7.001.0,TAPAS,ENDS FOR PERIMETER PROFILE 2X5 UNITS  - COLOUR: WHITE,ACCESORIOS,ACCESORIO
3115,3.MXT5.000.0,3.MXT5.000.0,UNDERSCORE GRAZER PLACA,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3116,3.MXT6.000.0,3.MXT6.000.0,UNDESCORE GRAZER CONECTOR PARA CONEXIONES PASANTES,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3118,3.MXV6.024.0,REFRACTOR FOR ELLIPTICAL DISTRIBUTION,REFRACTOR FOR ELLIPTICAL DISTRIBUTION INDOOR,ACCESORIOS,ACCESORIO
3119,3.MXW0.004.0,ACC VIEW PANTALLA ASIMETRICA,ACC VIEW PANTALLA ASIMETRICA,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3120,3.MXW5.012.0,ACC OPT PALCO,REFLECTORES INTERCAMBIABLES ÓPTICA SPOT,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3121,3.MXW6.012.0,ACC OPT PALCO 102 MEDIUM,"ACC PALCO 102, ÓPTICA ESPECULAR MEDIUM",ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3122,3.MXW9.001.0,MAINS VOLTAGE TRACK ACC,ACCESORIO TAPA FINAL RIEL INTERIOR,ACESORIO PERFIL,ACCESORIO PERFIL
3124,3.MXX2.001.0,MAINS VOLTAGE TRACK ACC,ACCESORIO DE ACOPLAMIENTO OCULTO RIEL INTERIOR,ACCESORIOS PERFIL,ACCESORIO PERFIL
3127,3.MXX6.001.0,MAINS VOLTAGE TRACK ACC,ACCESORIO DE UNION EN T DALI RIEL INTERIOR,ACCESORIO RIEL,ACCESORIO DE RIEL
3128,3.MXY1.001.0,MAINS VOLTAGE TRACK ACC,ACCESORIO DE UNION FLEXIBLE RIEL INTERIOR,ACCESORIOS,ACCESORIO
3129,3.MXY2.001.0,ACC TAPA FINAL,ACC TAPA FINAL PARA RIEL MAINS VOLTAGE,ACCESORIOS PERFIL,ACCESORIO PERFIL
3132,3.MXY6.001.0,ACC JOIN,ACC JOIN PARA RIEL MAINS VOLTAGE,ACCESORIOS PERFIL,ACCESORIO PERFIL
3133,3.MXY8.001.0,ACC JOIN T,ACC JOIN T PARA RIEL MAINS VOLTAGE,ACCESORIOS PERFIL,ACCESORIO PERFIL
3139,3.MY19.000.0,DRIVER DALI IP20 20W,CONSTANT CURRENT POWER SUPPLY UNIT DALI IP20 20W - VIN = 220-240VAC 50/60HZ Ø75,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3140,3.MY30.001.0,ACC INICIAL,ACC INICIAL PARA RIEL MAINS VOLTAGE,ACCESORIOS PERFIL,ACCESORIO PERFIL
3144,3.MZ16.004.0,ACC VIEW PANTALLA ASIMETRICA,ACC VIEW PANTALLA ASIMETRICA,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3146,3.MZ38.001.0,TIRA DE CUBIERTA,TIRA DE CUBIERTA BLANCA TERMOPLASTICA PARA INTERIOR,ACCESORIOS,ACCESORIO
3147,3.MZ39.001.0,CABEZAL ELECTRICO CON TAPA DE CIERRE,POWER HEAD WITH CLOSING CAP KG. 0.04 WHITE,ACCESORIOS,ACCESORIO
3148,3.MZ39.004.0,CABEZAL ELECTRICO CON TAPA DE CIERRE,POWER HEAD WITH CLOSING CAP KG. 0.04 BLACK,ACCESORIOS,ACCESORIO
3149,3.MZ40.001.0,ACOPLAMIENTO DIRECTO,ACOPLAMIENTO DIRECTO DE 0.01 BLANCO,ACCESORIOS,ACCESORIO
3150,3.MZ41.001.0,ACCESORIO L,ACCESORIO DE UNION EN L,ACCESORIOS,ACCESORIO
3151,3.MZ50.024.0,REFRACTOR FOR ELLIPTICAL DISTRIBUTION,PALCO REFRACTOR FOR ELLIPTICAL DISTRIBUTION - COLOUR: CLEAR TRANSPARENT H.S. CODE:94059900 COUNTRY,ACCESORIOS,ACCESORIO
3152,3.MZ56.004.0,HORIZONTAL DIRECTIONAL FINS,HORIZONTAL DIRECTIONAL FINS BLACK,ACCESORIOS,ACCESORIO
3155,3.MZ60.012.0,ACC OPT PALCO 86 FLOOD,"ACC PALCO 86, ÓPTICA ESPECULAR FLOOD",ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3156,3.MZ61.012.0,ACC OPT PALCO 86 WIDE FLOOD,"ACC PALCO 86, ÓPTICA ESPECULAR WIDE FLOOD",ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3158,3.MZ63.001.0,ACOPLAMIENTO RIEL LOW VOLTAGE,ACOPLAMIENTO RIEL LOW VOLTAGE SOBREPONER/SUSPENDER,TRACKS,RIEL
3159,3.MZ64.001.0,JOIN CORNER RIEL LOW VOLTAGE,CONECTOR ESQUINA RIEL LOW VOLTAGE SOBREPONER/SUSPENDER,TRACKS,RIEL
3170,3.P289.001.0,MAINS VOLTAGE TRACK 1M WH,MAINS VOLTAGE TRACK 1M WH - RIEL INTERIOR SUSPENDER/SOBREPONER INTERIOR 1M DALI BLANCO IP20,TRACKS,RIEL
3172,3.P290.001.0,MAINS VOLTAGE TRACK 2M WH,MAINS VOLTAGE TRACK 2M WH - RIEL INTERIOR SUSPENDER/SOBREPONER INTERIOR 2M DALI BLANCO IP20,TRACKS,RIEL
3173,3.P291.001.0,MAINS VOLTAGE TRACK 3M WH,MAINS VOLTAGE TRACK 3M WH - RIEL INTERIOR SUSPENDER/SOBREPONER INTERIOR 3M DALI BLANCO IP20,TRACKS,RIEL
3174,3.P292.001.0,MAINS VOLTAGE TRACK 4M WH,MAINS VOLTAGE TRACK 4M WH - RIEL INTERIOR SUSPENDER/SOBREPONER INTERIOR 4M DALI BLANCO IP20,TRACKS,RIEL
3179,3.P310.701.0,LASER FX LED 2W 27K C9 WH,LUM DOWNLIGHT LED INTERIOR RD EMPOTRAR 2W 114LM OPTICA 24º 2700K 90CRI BLANCO IP20,DOWNLIGHTS,DOWNLIGHT
3184,3.P324.701.0,LASER ADJ RD LED 7.5W 27K C9 WH,LUM DOWNLIGHT LED INTERIOR RD DE EMPOTRAR 7.5W 489LM OPTICA MEDIUM 24º 2700K 90CRI BLANCO IP20,DOWNLIGHTS,DOWNLIGHT
3200,3.PA05.000.0,DERMA PARA INSTALAR SECCIONES,DERMA PARA INSTALAR SECCIONES ESTRUCTURALES 2 UNIDADES PARA INTERIOR,ACCESORIOS,ACCESORIO
3205,3.PB43.004.0,FEEDING HEAD,FEEDING HEAD COLOUR: BLACK,ACCESORIOS DE ILUMINACION,ACCESORIO DE ILUMINACION
3206,3.PB44.001.0,ACC. CONECTOR DE ALIMENTACION,CABEZAL DE ALIMENTACION DOBLE FUENTE DE ALIMENTACION PARA ARRIBA/ABAJO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3207,3.PB45.001.0,ACC. UNION ELECTRICA DE PERFILES,UNION ELECTRICA RECTA ENTRE PERFILES,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3208,3.PB45.004.0,ACC. STRAIGHT ELECTRICAL JOINT,STRAIGHT ELECTRICAL JOINT COLOUR: BLACK,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3209,3.PB46.000.0,ACC. UNION DE PERFILES,ACCESORIO PARA CONEXIÓN INTERMEDIO ENTRE PERFILES,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3210,3.PB49.004.0,ACC. SOPORTE STRIP LIGHT,SOPORTE PARA INTSLACION TIRA LED,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3211,3.PB50.001.0,ACC. CABLE SUSPENSION,CABLE DE SUSPENSION L=2000,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3212,3.PB50.004.0,SUSPENSION CABLE,SUSPENSION CABLE - L=2000,ACCESORIOS DE ILUMINACION,ACCESORIO DE ILUMINACION
3213,3.PB52.000.0,FIXING BARS,FIXING BARS - FOR FRAME VERSIONS - FOR FRAME VERSIONS,ACCESORIOS DE ILUMINACION,ACCESORIO DE ILUMINACION
3215,3.PB57.004.0,CLOSING PLUGS FOR CEILING,CLOSING PLUGS FOR CEILING / SUSPENSION TRACK COLOUR: BLACK,ACCESORIOS DE ILUMINACION,ACCESORIO DE ILUMINACION
3216,3.PB58.001.0,ACC. TAPAS FINAL,TAPAS DE CIERRE PARA RIEL DE SUSPENSION,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3223,3.PD03.000.0,3.PD03.000.0,Suspension cable - L=2000MM,SUSPENCIÓN,SUSPENSION
3229,3.Q615.001.0,TRACK LOW VOLTAGE SUR 1M,CARRIL DE SOBREPONER DE BAJA TENSION 21X20X1000MM,TRACKS,RIEL
3231,3.Q616.001.0,TRACK LOW VOLTAGE SUR 2M,CARRIL DE SOBREPONER DE BAJA TENSION 21X20X2000MM,TRACKS,RIEL
3232,3.Q617.001.0,TRACK LOW VOLTAGE SUR 3M,CARRIL DE SOBREPONER DE BAJA TENSION 48V 21X20X3000MM,TRACKS,RIEL
3233,3.Q618.001.0,RIEL ALUMINIO BLANCO,LOW VOLTAGE TRACK RECESSED 48V LARGO 50CM,TRACKS,RIEL
3234,3.Q619.001.0,LOW VOLTAGE TRACK L1000,LOW VOLTAGE TRACK RECESSED L1000 48V WITHE,TRACKS,RIEL
3235,3.Q619.004.0,LOW VOLTAGE TRACK L1000,LOW VOLTAGE TRACK RECESSED L1000 48V BLACK,TRACKS,RIEL
3236,3.Q620.001.0,RIEL DE BAJA TENSION EMPOTRADO,MINIMAL TRACK (TRIMLESS RECESSED) L 2000 MM LOW VOLTAGE 48V,TRACKS,RIEL
3243,3.Q661.701.0,PALCO 12W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES ø62 PARA RIEL MAINS VOLTAGE 12W 860LM (15.9W 611LM) SPOT 12° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3244,3.Q662.701.0,PALCO 18W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES ø62 PARA RIEL MAINS VOLTAGE 18W 2000LM (22.4W 1560LM) FLOOD 26° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3245,3.Q663.701.0,PALCO 18W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES ø62 PARA RIEL MAINS VOLTAGE 18W 2000LM (22.4W 1580LM) WIDE FLOOD 42° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3246,3.Q674.701.0,PALCO 11W 3K C9 DALI WH,"LUM SPOT LED INTERIOR DIMENSIONES Ø86x153 PARA RIEL MAINS VOLTAGE 11W 850LM (15,9W 425LM) OPTICA SUPER SPOT 8° 3000K 90CRI DALI NEGRO/BLANCO",SPOTS,SPOT
3247,3.Q675.701.0,PALCO 27W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES Ø86 PARA RIEL MAINS VOLTAGE 27W 3150LM (31.3W 2457LM) MEDIUM 18° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3248,3.Q676.701.0,PALCO 27W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES Ø86 PARA RIEL MAINS VOLTAGE 27W 3150LM (31.3W 2457LM) FLOOD 32° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3249,3.Q677.701.0,PALCO 27W 3K C9 DALI WH,"LUM SPOT LED INTERIOR DIMENSIONES Ø86x153 PARA RIEL MAINS VOLTAGE 27W 3150LM (31,3W 2363LM) OPTICA WIDE FLOOD 56° 3000K 90CRI DALI NEGRO/BLANCO",SPOTS,SPOT
3250,3.Q681.701.0,PALCO  WW 27W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES Ø86 PARA RIEL MAINS VOLTAGE 27W 3150LM (31.3W 1292LM) WALL WASHER 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3251,3.Q684.701.0,PALCO INOUT Ø30MM 2.5W 4K C8 WH,LUM SPOTS LED EXTERIOR RD Ø30x53MM SOBREPONER 2.5W 174LM SPOT 14° 4000K 80CRI L80 B10 50Hrs BLANCO IP66 IK07,SPOTS,SPOT
3257,3.Q697.715.0,SPOTLIGHT 16° 6.1W C8 27K,LUM SPOTLIGHT LED EXTERIOR SOBREPONER RD ø49X145X164MM 12W 1680LM OPTICA SPOT 16° 2700K 80CRI  100.000 KHrs L80 GRIS IP66,SPOTLIGHT,SPOT
3263,3.Q879.001.0,LASER BLADE XS 10W 3K C9 WH,LUM SDOWNLIGTHS LED INTRIOR 93x26x50MM SOBREPONER RIEL 10W 739LM FLOOD 42° 3000K 90CRI 700mA L80 B10 50Hrs BLANCO IP20,DOWNLIGHTS,DOWNLIGHT
3270,3.QC18.701.0,PALCO REC 7.2W 3K C8 WH,LUM SPOTS LED INTERIOR RD Ø37x65MM EMPOTRAR 7.2W 460LM SPOT 16° 3000K 80CRI L80 B10 50Hrs BLANCO IP20,SPOTS,SPOT
3271,3.QC27.701.0,PALCO 18W 3K C9 WH,LUM SPOT LED INTERIOR DIMENSIONES ø51 EMPOTRAR 12W 860LM (12W 585LM) WIDE FLOOD 42° 3000K 90CRI BLANCO,SPOTS,SPOT
3273,3.QC48.701.0,PALCO 12W 3K C9 WH,LUM SPOT LED INTERIOR DIMENSIONES ø51 EMPOTRAR 12W 900LM (12W 648LM) SPOT 12° 3000K 90CRI BLANCO,SPOTS,SPOT
3282,3.QJ90.001.0,CAJA DE INSTALACION LASER BLADE XS WH,BRIDA PARA FALSOS TECHOS DE ENTRE 12.5MM Y 20MM DE ESPESOR PARA EMPOTRAR 89X22MM BLANCO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3287,3.QP18.701.0,PALCO LV 11W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES ø86 PARA RIEL LOW VOLTAGE 11W 850LM (12.7W 425LM) SUPER SPOT 8° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3288,3.QP21.701.0,PALCO LV 25W 3K C9 DALI WH,LUM SPOT LED INTERIOR DIMENSIONES ø86 PARA RIEL LOW VOLTAGE 25W 2900LM (26.5W 2175LM) WIDE FLOOD 56° 3000K 90CRI DALI BLANCO,SPOTS,SPOT
3289,3.QP49.701.0,PALCO FRAMER 9.8W 3K C9 DALI WH,PARA RIEL MAINS VOLTAGE LUMINARIA DE INTERIOR TIPO SPOT FABRICADA EN ALUMINIO Y TERMOPLÁSTICO CON DIMENSIONES DE Ø37 - DALI - OPTICA FRAMER - 9.8W 31LM 3000K CRI 90,SPOTS,SPOT
3290,3.QT52.701.0,LOW VOLTAGE TRACK 2000 15.5W 3K C9 WH,LUM LINEAL TRACK LED 21x70x2000MM SUSPENDER 15.5W 1420 OPTICA GENERAL 3000K 90CRI 48V DALI IP20,TRACKS,RIEL
3291,3.QT53.701.0,LOW VOLTAGE TRACK 3000 25.6W 3K C9 WH,LUM LINEAL TRACK LED 21x70x3000MM SUSPENDER 25.6W 2379 OPTICA GENERAL 3000K 90CRI 48V DALI IP20,TRACKS,RIEL
3292,3.QV46.701.0,ROBIN LED 10.9W 3K C8 WH,LUM SPOTS LED INTRIOR RD Ø83x193MM SOBREPONER RIEL 10.9W 571LM MEDIUM 24° 3000K 80CRI 48V L80 B10 50Hrs BLANCO IP20,SPOTS,SPOT
3294,3.QW93.701.0,PALCO TRACK 37MM 7W 4K C9 DALI BL,LUM SPOTS LED INTERIOR RD Ø37x144MM RIEL 7W 560LM OPTICA MEDIUM 24° 4000K 90CRI 48V DALI 50kHrs. BLANCO IP20,SPOTS,SPOT
3295,3.QW99.701.0,PALCO TRACK 62MM 15W 4K C9 DALI WH,LUM SPOTS LED INTERIOR RD Ø62x144MM RIEL 15W 2050LM OPTICA MEDIUM 26° 4000K 90CRI 48V DALI 50kHrs. BLANCO IP20,SPOTS,SPOT
3296,3.QX37.701.0,PALCO FRAMER 6.5W 4K C9,"PALCO - LUM SPOTLIHGT LED INTERIOR RDø38X108X62MM RECESADO 6,5W 37,5LM OPTIBEAM REFLECTOR DE ALTA DEFINICION ROTACIÓN 359° VERTICAL 90° OPTICA ANTI REFLEJO SOPORTADO SOBRE BASE IMANTADA 4000K 90CRI DALI L90 B10 50Khrs BLANCO IP20",SPOTS,SPOT
3302,3.QY77.001.0,SUPERRIEL PENDANT UP/DOWN 50CM,RIEL BAJA TENSION 48V SUSPENSION 25X69X50CM PARA ILUMINACION ARRIBA Y ABAJO,TRACKS,RIEL
3303,3.QY79.001.0,SUPERRIEL PENDANT UP/DOWN 2M,RIEL BAJA TENSION 48V SUSPENSION 25X69X200CM PARA ILUMINACION ARRIBA Y ABAJO,TRACKS,RIEL
3304,3.QY80.001.0,SUPERRIEL PENDANT UP/DOWN 3M,RIEL BAJA TENSION 48V SUSPENSION 25X69X300CM PARA ILUMINACION ARRIBA Y ABAJO,TRACKS,RIEL
3305,3.QY91.701.0,STRIP LIGHT LED 3.6W 3000K C9 WH,LUM STRIP LIGHT LED INTERIOR 21x43x150 SOBREPONER RIEL 3.6W 225LM OPTICA GENERAL 3000K 90CRI 48V DALI BLANCO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3306,3.QY94.701.0,STRIP LIGHT LED 7.2W 3000K C9 WH,LUM STRIP LIGHT LED INTERIOR 21x43x310 SOBREPONER RIEL 7.2W 427LM OPTICA GENERAL 3000K 90CRI 48V DALI BLANCO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3307,3.QY97.701.0,STRIP LIGHT LED 13.2W 3000K C9 WH,LUM STRIP LIGHT LED INTERIOR 21x43x610 SOBREPONER RIEL 13.2W 840LM OPTICA GENERAL 3000K 90CRI 48V DALI BLANCO IP20,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3308,3.QZ00.701.0,STRIP LIGHT LED 25W 3000K C9 WH,LUM STRIP LIGHT LED INTERIOR 21x43x1210 SOBREPONER RIEL 25W 1704LM OPTICA GENERAL 3000K 90CRI 48V DALI BLANCO IP20/IP65,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3319,3.S412.701.0,TWILIGHT COPENHAGEN POLE MOUNTED SYSTEN STZI OPTIC NEUTRAL WHITE 36.4W 5240LM 40K,TWILIGHT COPENHAGEN - LUM LED EXTERIOR DIMENSIONES Ø460X76MM DE POSTE 5M 36.4W 5240LM OPTICA STZI 4000K 70CRI 220-240V GRIS IK08 IP66,ALUM PUBLICO,ALUMBRADO PUBLICO
3320,3.S413.701.0,TWILIGHT COPENHAGEN POLE MOUNTED SYSTEN STZI OPTIC NEUTRAL WHITE 53.1W 7430LM 40K,TWILIGHT COPENHAGEN - LUM LED EXTERIOR DIMENSIONES Ø460X76MM DE POSTE 5M 53.1W 7430LM OPTICA STZI 4000K 70CRI 220-240V GRIS IK08 IP66,ALUM PUBLICO,ALUMBRADO PUBLICO
3331,3.X020.000.0,POWER SUPPLY 20W,FUENTE DE ALIMENTACIÓN CORRIENTE CONSTANTE NO REGULABLE IP20 20W - VIN = 220-240VAC 50 / 60HZ IOUT = 350MA / 500MA / 700MA DIMENSIONES: 110X52X22,DRVER,DRIVER
3332,3.X090.000.0,DRIVER DALI IP20 20W,FUENTE DE ALIMENTACIÓN DE CORRIENTE CONSTANTE DALI IP20 20W - VIN = 110-127 / 220-240VAC 50 / 60Hz Iout = 350/500 / 700mA 110x52x22,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3333,3.X126.015.0,ACC INSTALACION TWILIGHT,ADAPTADOR NECESARIO PARA INSTALACIÓN EN POSTE - PEDIR JUNTO CON CONJUNTO ÓPTICO - PARA TERMINAL Ø 76,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3334,3.X129.012.0,PERFIL LINEAL L1000,PERFIL LINEAL ALTO LONGITUD 1 MTR DIMENSIONES: H=31 x A=19,SYSTEMS,SYSTEM
3335,3.X131.013.0,CLIP  ALTO - UNDERSCORE,CLIP DE SOPORTE ALTO DE ACERO INOXIDABLE - L = 40,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3337,3.X143.012.0,PERFIL LINEAL ALTO - UNDERSCORE,PERFIL LINEAL ALTO DIMENSIONES : 1000x19x37 MM,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3338,3.X144.012.0,PERFIL LINEAL ALTO - UNDERSCORE,PERFIL LINEAL ALTO DIMENSIONES : 2000x19x37 MM,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3339,3.X145.013.0,CLIP DE SOPORTE ALTO DE ACERO INOXIDABLE L:40,CLIP DE SOPORTE ALTO DE ACERO INOXIDABLE L:40 DE DIMENSIONES 40X18X35MM,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3340,3.X157.012.0,CLIP DE SOPORTE  L=40 ALU,CLIP DE SOPORTE PARA SISTEMA UNDERSCORE INOUT SIDE 10 L=40 EN ALUMINIO,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3341,3.X168.004.0,CABLE CONECTOR HEMBRA,CABLE CON CONECTOR HEMBRA PARA LED MONOCROMÁTICOS IP68 CON CONTRATUERCA ANTI DESPRENDIMIENTO - L = 115,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3342,3.X169.004.0,CABLE CONECTOR HEMBRA L:1500,CABLE CON CONECTOR HEMBRA PARA LED MONOCROMÁTICOS IP68 CON CONTRATUERCA ANTI DESPRENDIMIENTO - L:1500,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3343,3.X171.004.0,CABLE CONECTOR HEMBRA L=5000 BL,CABLE CON CONECTOR HEMBRA PARA LED MONOCROMATICOS L=5000 IP68 IK10 NEGRO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3344,3.X172.004.0,CABLE CONECTOR MACHO,CABLE CON CONECTOR MACHO PARA LED MONOCROMÁTICOS IP68 CON CONTRATUERCA ANTI DESPRENDIMIENTO - L = 115,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3345,3.X173.004.0,CABLE CONECTOR MACHO L:1500,CABLE CON CONECTOR MACHO PARA LED MONOCROMATICOS L:1500 IP68 IK10 NEGRO,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3346,3.X174.004.0,CABLE CON CONECTOR PARA RGB,CABLE CON CONECTOR HEMBRA PARA RGB IP68 CON ABRAZADERA ANTI DESGANCHE L=115MM,SYSTEMS,SYSTEM
3347,3.X180.004.0,KIT DE TAPA CONECTOR MACHO BL,KIT DE TAPA PARA CONECTORES MACHO UNDESCORE INOUT IP68 IK10,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3348,3.X181.004.0,KIT DE TAPA CONECTOR HEMBRA BL,KIT DE TAPA PARA CONECTORES MACHO UNDESCORE INOUT IP68 IK10,ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
3361,3.X197.004.0,ACCESORIO DE INSTALACION LIGHT UP,CARCASA DE PLASTICO PARA  INSLACION EN SUELO CON TAPA DE CIERRE,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3371,3.X260.000.0,REFRACTOR DE DISTRIBUCIÓN ELÍPTICA,REFRACTOR DE DISTRIBUCIÓN ELÍPTICA Ø49MM TRANSPARENTE INCOLORO IP66,REFRACTOR DE DISTRIBUCIÓN ELÍPTICA,REFRACTOR DE DISTRIBUCION ELIPTICA
3380,3.X328.015.0,CAJA DE INSTALACION WALKY D.200,CAJA DE INSTALACION Ø202x80MM PARA LUMINARIA DE PARED WALKY Ø200MM,ACCESORIO DE ILUMINACIÓN,ACCESORIO DE ILUMINACION
3382,3.X331.015.0,ACC DE INSTALACIÓN - WALKY,"CARCASA DE PLASTICO CUADRADA DIMENSIONES (MM): 80x184x184,, PESO (KG): 0,23",ACCESORIOS LUMINARIAS,ACCESORIO DE ILUMINACION
